trial,Original_index,nb_syll/s,nb_phon/s,syll_fl/s,phon_fl/s,log_freqlex/s,mean_voisphon/s,mean_puphon/s,camemBERT/s,duration_s,suj_id,scores,vitesse,peak_env,GPT2-small-fr/s
10.0,33633.0,9.003939223410242,27.01181767023073,730.066081736072,349.20076415306687,16.898527871371613,17.20395530187314,3.054907950799904,3.0850890704207634,0.8885,suj_1,1.0,2.0,8.6,3.559571943996861
11.0,33865.0,26.539278131634816,53.07855626326963,1650.317733147558,826.0185566613588,43.13250812102597,45.49590536851686,7.5826508947528035,3.9429807043887743,0.3768,suj_1,0.1428571428571428,5.0,24.5,8.82564140226684
11.0,33865.0,23.88535031847133,47.77070063694267,1485.2859598328023,743.416700995223,38.819257308923376,40.94631483166516,6.824385805277522,3.548682633949897,0.4186666666666666,suj_1,0.0,4.5,22.05,7.9430772620401555
11.0,33865.0,21.23142250530785,42.46284501061571,1320.2541865180465,660.814845329087,34.50600649682078,36.396724294813474,6.066120715802243,3.1543845635110195,0.471,suj_1,0.1428571428571428,4.0,19.6,7.060513121813472
11.0,33865.0,18.57749469214437,37.15498938428875,1155.222413203291,578.2129896629511,30.192755684718183,31.84713375796179,5.307855626326963,2.760086493072142,0.5382857142857143,suj_1,0.5714285714285714,3.5,17.150000000000002,6.177948981586788
11.0,33865.0,15.92356687898089,31.84713375796178,990.1906398885347,495.61113399681534,25.879504872615584,27.29754322111011,4.5495905368516825,2.3657884226332646,0.628,suj_1,1.0,3.0,14.7,5.295384841360104
11.0,33865.0,13.269639065817408,26.539278131634816,825.1588665737788,413.0092783306794,21.566254060512986,22.74795268425843,3.7913254473764018,1.9714903521943872,0.7535999999999999,suj_1,1.0,2.5,12.25,4.41282070113342
11.0,33865.0,10.615711252653927,21.23142250530785,660.1270932590232,330.4074226645435,17.25300324841039,18.198362147406737,3.033060357901121,1.5771922817555095,0.942,suj_1,1.0,2.0,9.8,3.530256560906736
12.0,36092.0,27.918781725888323,60.913705583756354,1444.1849582487314,873.9932157360408,45.72446304134868,39.88397389412618,7.976794778825238,15.069401887718424,0.394,suj_1,0.2857142857142857,5.0,23.000000000000004,10.489875289994448
12.0,36092.0,25.12690355329949,54.82233502538072,1299.7664624238582,786.5938941624366,41.15201673721381,35.89557650471357,7.179115300942713,13.56246169894658,0.4377777777777777,suj_1,0.0,4.5,20.700000000000003,9.440887760995004
12.0,36092.0,22.33502538071065,48.73096446700508,1155.347966598985,699.1945725888326,36.579570433078935,31.907179115300945,6.3814358230601895,12.05552151017474,0.4925,suj_1,0.0,4.0,18.4,8.391900231995558
12.0,36092.0,19.54314720812183,42.63959390862944,1010.929470774112,611.7952510152285,32.00712412894407,27.91878172588833,5.583756345177666,10.548581321402896,0.5628571428571428,suj_1,0.0,3.5,16.1,7.342912702996114
12.0,36092.0,16.751269035532992,36.54822335025381,866.5109749492387,524.3959294416244,27.434677824809214,23.93038433647571,4.786076867295142,9.041641132631051,0.6566666666666666,suj_1,0.0,3.0,13.8,6.293925173996669
12.0,36092.0,13.95939086294416,30.456852791878177,722.0924791243657,436.9966078680204,22.86223152067434,19.94198694706309,3.9883973894126186,7.534700943859212,0.7879999999999999,suj_1,1.0,2.5,11.500000000000002,5.244937644997224
12.0,36092.0,11.167512690355329,24.36548223350254,577.6739832994925,349.5972862944163,18.289785216539467,15.953589557650472,3.1907179115300948,6.027760755087369,0.985,suj_1,1.0,2.0,9.2,4.195950115997779
13.0,37048.0,28.68617326448652,60.24096385542168,1717.2259146356894,925.8626376936314,41.46655127403189,55.73313662814522,8.605851979345955,11.213728839417971,0.3486,suj_1,0.2857142857142857,5.0,24.000000000000004,10.586091313496173
13.0,37048.0,25.817555938037863,54.2168674698795,1545.5033231721204,833.2763739242682,37.31989614662871,50.159822965330704,7.745266781411357,10.092355955476174,0.3873333333333333,suj_1,0.2857142857142857,4.5,21.6,9.527482182146551
13.0,37048.0,22.948938611589213,48.19277108433734,1373.7807317085517,740.6901101549051,33.173241019225514,44.58650930251618,6.8846815834767625,8.970983071534377,0.43575,suj_1,0.0,4.0,19.200000000000003,8.468873050796937
13.0,37048.0,20.080321285140567,42.16867469879517,1202.0581402449825,648.1038463855418,29.026585891822325,39.013195639701664,6.024096385542167,7.84961018759258,0.4980000000000001,suj_1,0.4285714285714285,3.5,16.800000000000004,7.41026391944732
13.0,37048.0,17.21170395869191,36.14457831325301,1030.3355487814135,555.5175826161789,24.879930764419136,33.439881976887136,5.163511187607575,6.728237303650782,0.5810000000000001,suj_1,1.0,3.0,14.400000000000002,6.351654788097703
13.0,37048.0,14.343086632243258,30.12048192771084,858.6129573178447,462.9313188468157,20.733275637015947,27.86656831407261,4.3029259896729775,5.6068644197089865,0.6972,suj_1,1.0,2.5,12.000000000000002,5.2930456567480855
13.0,37048.0,11.474469305794608,24.09638554216867,686.8903658542757,370.34505507745257,16.586620509612757,22.29325465125809,3.4423407917383817,4.4854915357671885,0.8715,suj_1,1.0,2.0,9.6,4.234436525398468
14.0,46630.0,24.18054809242344,56.42127888232133,1359.273964822676,1102.6555212251476,42.115186134417634,45.29055039533279,8.060182697474476,10.596067989543872,0.3722,suj_1,0.0,5.0,22.0,12.40283042624841
14.0,46630.0,21.76249328318109,50.7791509940892,1223.3465683404086,992.389969102633,37.903667520975866,40.76149535579951,7.254164427727026,9.536461190589485,0.4135555555555556,suj_1,0.5714285714285714,4.5,19.8,11.162547383623568
14.0,46630.0,19.344438473938748,45.13702310585707,1087.419171858141,882.1244169801182,33.692148907534104,36.23244031626623,6.448146157979583,8.476854391635097,0.46525,suj_1,0.0,4.0,17.6,9.922264340998728
14.0,46630.0,16.926383664696406,39.494895217624936,951.4917753758734,771.8588648576033,29.48063029409235,31.70338527673295,5.6421278882321335,7.417247592680709,0.5317142857142857,suj_1,0.0,3.5,15.400000000000002,8.681981298373888
14.0,46630.0,14.50832885545406,33.852767329392805,815.5643788936057,661.5933127350886,25.269111680650568,27.174330237199676,4.836109618484687,6.357640793726323,0.6203333333333333,suj_1,0.5714285714285714,3.0,13.2,7.441698255749046
14.0,46630.0,12.090274046211718,28.210639441160662,679.6369824113381,551.3277606125738,21.057593067208813,22.645275197666397,4.030091348737238,5.298033994771936,0.7444,suj_1,0.5714285714285714,2.5,11.0,6.201415213124205
14.0,46630.0,9.672219236969374,22.56851155292853,543.7095859290705,441.0622084900591,16.846074453767052,18.116220158133117,3.2240730789897905,4.238427195817549,0.9305,suj_1,1.0,2.0,8.8,4.961132170499364
15.0,46786.0,23.34024896265561,64.83402489626555,1639.8265967842324,677.7206042531122,40.327468389387285,31.861292234736208,7.039122703023119,13.820563470331305,0.3856,suj_1,0.1428571428571428,5.0,25.500000000000004,10.488450032546808
15.0,46786.0,21.006224066390047,58.350622406639005,1475.8439371058091,609.948543827801,36.29472155044856,28.675163011262587,6.335210432720808,12.438507123298178,0.4284444444444444,suj_1,0.1428571428571428,4.5,22.950000000000003,9.439605029292126
15.0,46786.0,18.67219917012448,51.867219917012434,1311.861277427386,542.1764834024898,32.26197471150983,25.48903378778897,5.631298162418497,11.056450776265049,0.482,suj_1,0.2857142857142857,4.0,20.4,8.390760026037446
15.0,46786.0,16.338174273858918,45.38381742738589,1147.8786177489626,474.40442297717857,28.2292278725711,22.302904564315348,4.927385892116184,9.674394429231915,0.5508571428571428,suj_1,0.4285714285714285,3.5,17.85,7.341915022782765
15.0,46786.0,14.00414937759336,38.90041493775932,983.8959580705396,406.63236255186735,24.19648103363237,19.116775340841727,4.223473621813871,8.292338082198786,0.6426666666666666,suj_1,0.0,3.0,15.3,6.293070019528084
15.0,46786.0,11.670124481327806,32.417012448132766,819.9132983921162,338.8603021265561,20.16373419469364,15.930646117368104,3.51956135151156,6.910281735165652,0.7712,suj_1,1.0,2.5,12.750000000000002,5.244225016273404
15.0,46786.0,9.33609958506224,25.933609958506217,655.930638713693,271.0882417012449,16.130987355754915,12.744516893894485,2.8156490812092474,5.528225388132523,0.964,suj_1,1.0,2.0,10.2,4.195380013018723
16.0,54003.0,21.766169154228848,62.18905472636816,1876.0567699626863,829.7796635572139,37.64769447460931,51.97228144989338,7.995735607675908,11.689807732665706,0.3216,suj_1,0.1428571428571428,5.0,22.5,8.740264236630491
16.0,54003.0,19.589552238805968,55.97014925373134,1688.4510929664175,746.8016972014925,33.88292502714838,46.77505330490404,7.1961620469083165,10.520826959399132,0.3573333333333333,suj_1,0.0,4.5,20.25,7.866237812967443
16.0,54003.0,17.412935323383085,49.75124378109452,1500.8454159701491,663.8237308457711,30.118155579687446,41.5778251599147,6.3965884861407245,9.351846186132564,0.402,suj_1,0.0,4.0,18.0,6.992211389304393
16.0,54003.0,15.2363184079602,43.53233830845771,1313.2397389738803,580.8457644900498,26.35338613222652,36.38059701492536,5.5970149253731325,8.182865412865992,0.4594285714285714,suj_1,0.1428571428571428,3.5,15.75,6.118184965641344
16.0,54003.0,13.059701492537314,37.31343283582089,1125.634061977612,497.8677981343284,22.588616684765583,31.183368869936015,4.797441364605543,7.013884639599423,0.536,suj_1,0.8571428571428571,3.0,13.5,5.244158541978295
16.0,54003.0,10.883084577114428,31.09452736318408,938.0283849813432,414.88983177860695,18.823847237304648,25.98614072494669,3.997867803837954,5.844903866332853,0.6432,suj_1,1.0,2.5,11.25,4.3701321183152455
16.0,54003.0,8.706467661691542,24.87562189054726,750.4227079850746,331.9118654228856,15.059077789843723,20.78891257995735,3.1982942430703623,4.675923093066282,0.804,suj_1,1.0,2.0,9.0,3.4961056946521967
17.0,55826.0,29.56989247311828,75.26881720430106,1770.4404922446238,811.6545000000001,40.16735546086831,49.15514592933947,9.216589861751151,11.02207622994422,0.3720000000000001,suj_1,0.2857142857142857,5.0,23.5,11.652929808503838
17.0,55826.0,26.61290322580645,67.74193548387096,1593.3964430201615,730.48905,36.15061991478147,44.23963133640552,8.294930875576037,9.919868606949796,0.4133333333333333,suj_1,0.1428571428571428,4.5,21.15,10.487636827653454
17.0,55826.0,23.655913978494624,60.21505376344086,1416.3523937956988,649.3236,32.133884368694645,39.32411674347158,7.3732718894009235,8.817660983955372,0.465,suj_1,0.0,4.0,18.8,9.32234384680307
17.0,55826.0,20.698924731182803,52.68817204301075,1239.3083445712366,568.1581500000002,28.11714882260781,34.40860215053763,6.451612903225808,7.715453360960952,0.5314285714285715,suj_1,0.2857142857142857,3.5,16.45,8.157050865952687
17.0,55826.0,17.741935483870968,45.16129032258064,1062.2642953467744,486.9927,24.10041327652098,29.493087557603683,5.529953917050692,6.613245737966532,0.62,suj_1,1.0,3.0,14.1,6.991757885102302
17.0,55826.0,14.78494623655914,37.63440860215053,885.2202461223119,405.8272500000001,20.083677730434157,24.577572964669727,4.6082949308755765,5.511038114972108,0.7440000000000001,suj_1,1.0,2.5,11.75,5.826464904251919
17.0,55826.0,11.827956989247312,30.10752688172043,708.1761968978494,324.6618,16.066942184347322,19.66205837173579,3.6866359447004617,4.408830491977686,0.93,suj_1,1.0,2.0,9.4,4.661171923401535
18.0,55911.0,25.20478890989288,56.71077504725897,1818.7057309388783,802.4108582230627,47.53217655586831,51.309748852281935,7.651453776217481,12.24491910984474,0.3174,suj_1,0.2857142857142857,5.0,22.5,14.416546512115806
18.0,55911.0,22.684310018903588,51.03969754253308,1636.8351578449906,722.1697724007565,42.77895890028147,46.178773967053736,6.886308398595731,11.020427198860268,0.3526666666666667,suj_1,0.2857142857142857,4.5,20.25,12.974891860904226
18.0,55911.0,20.163831127914303,45.368620037807176,1454.9645847511026,641.9286865784502,38.02574124469465,41.047799081825545,6.121163020973983,9.795935287875793,0.39675,suj_1,0.2857142857142857,4.0,18.0,11.533237209692643
18.0,55911.0,17.643352236925015,39.69754253308128,1273.0940116572149,561.6876007561439,33.27252358910782,35.916824196597354,5.356017643352236,8.571443376891319,0.4534285714285714,suj_1,0.2857142857142857,3.5,15.75,10.091582558481065
18.0,55911.0,15.122873345935728,34.02646502835538,1091.2234385633271,481.4465149338377,28.51930593352099,30.78584931136916,4.590872265730488,7.3469514659068444,0.529,suj_1,0.0,3.0,13.5,8.649927907269484
