,syllabic_rate,phonemic_rate,syllabic_info,phonemic_info,static_surp,peak_env
0,2.380952380952381,7.142857142857142,0.0,140.5822529761905,17.36968968171606,3.4000000000000004
1,2.4691358024691357,7.4074074074074066,25.21978148148149,165.02258518518516,13.335148714606593,4.5
2,2.4630541871921183,7.389162561576352,3.107490024630542,131.55289655172413,18.332461886282747,4.4
3,2.976190476190476,5.952380952380952,62.83303125000001,137.1112827380952,16.657661989299754,3.5
4,3.690036900369003,7.380073800738008,44.908963099631,193.7998062730627,10.626625858006873,3.9000000000000004
5,3.0211480362537766,9.06344410876133,11.371741842900304,170.09507885196376,15.877040072832008,4.4
6,3.115264797507788,6.230529595015576,32.73240186915888,115.76846183800623,15.100019606501045,3.7
7,3.690036900369003,7.380073800738008,360.8278966789669,197.49259040590405,14.141042730407438,4.1000000000000005
8,3.4364261168384886,6.872852233676977,89.32466151202752,143.26673711340212,8.59743353830743,4.2
9,2.949852507374631,5.899705014749262,110.34870058997049,96.03722271386431,9.483705132330046,3.5
10,3.2258064516129035,6.451612903225808,31.855103225806452,77.11052000000002,17.213339537739557,3.5
11,3.4965034965034967,6.9930069930069925,14.37375174825175,225.45713461538463,17.055266293549078,4.1000000000000005
12,2.6246719160104988,7.8740157480314945,5.171713517060368,112.57667834645667,18.644128850822106,3.6
13,2.487562189054726,7.4626865671641776,19.271282338308453,128.59930223880596,16.405823782355505,3.9000000000000004
14,3.3112582781456954,6.6225165562913935,28.407360430463577,127.673380794702,12.622235273138347,3.5
15,2.747252747252748,8.241758241758241,28.15334752747253,164.14749890109888,14.942509432134829,3.8000000000000003
16,2.8818443804034586,5.763688760806918,5.5358074927953895,125.734969740634,18.24107740495747,3.5
17,2.544529262086514,7.633587786259541,106.224917302799,136.60558142493636,17.018572611066467,3.4000000000000004
18,2.8901734104046244,5.780346820809249,27.16930838150289,98.58967341040464,14.739347032491866,4.4
19,6.756756756756758,20.27027027027027,13.737094256756759,452.6080540540542,16.351488289982765,4.4
20,2.4038461538461537,9.615384615384617,49.625335336538456,145.33582560096158,13.043000926906672,4.1000000000000005
21,2.5906735751295336,7.772020725388602,12.922931347150259,153.39106088082906,16.381918549289704,4.1000000000000005
22,2.525252525252525,7.575757575757575,6.987103156565657,122.67293333333336,17.09433885168454,4.3
23,2.9585798816568047,5.9171597633136095,41.16332544378698,128.7481272189349,14.407821045701027,3.7
24,2.840909090909092,8.522727272727273,42.40986789772728,178.1443977272728,11.587272661408358,4.2
25,5.0,10.0,13.3372435,331.5201325000001,13.37851531655776,3.5
26,2.320185614849188,6.960556844547564,3.6346502320185614,198.3619199535964,17.071165686593293,4.3
27,2.2222222222222223,8.888888888888891,8.80728588888889,208.98031555555562,17.861179241432772,4.2
28,3.333333333333333,6.666666666666668,34.207145000000004,72.22120650000002,13.285790067418425,3.7
29,2.73972602739726,8.219178082191782,157.83795205479453,116.48383561643836,9.092796351137084,4.5
30,2.3529411764705883,7.0588235294117645,8.681219647058825,192.9320211764706,17.16105041544694,4.4
