phonemic_info,syllabic_info,phonemic_rate,syllabic_rate,static_surp,context_surp,peak_env
143.55622967032969,539.7919676043955,11.72161172161172,8.058608058608057,8.540084969757636,2.4386084366800582,4.3
198.41456359986734,420.0553621765096,13.934970139349707,5.972130059721301,9.355829840428173,1.7964418395938488,4.7
155.36467893598615,303.0534473935987,12.975778546712803,5.1903114186851225,7.852564844009343,1.053709424405808,4.800000000000001
150.80249593175853,375.6023330119094,13.123359580052496,5.905511811023621,8.488222531240645,2.232671168553899,4.5
170.3663102811951,238.25720992970128,11.716461628588169,5.858230814294084,8.878868417945666,2.59086570629388,5.4
198.40397940995706,480.32813829133386,11.063306699446835,5.531653349723418,8.44735902279567,2.385554538931941,4.9
157.60889535843216,333.83283294997426,11.861784424961321,5.673027333677153,7.769887695221898,2.6853639072192905,4.3
173.8599882433291,515.7972583163915,12.706480304955528,6.98856416772554,8.443897052867024,3.6209880441692484,4.7
128.95216857027137,315.7139590625761,11.340623734305387,4.860267314702309,8.662084900297295,1.0531389468970784,4.7
285.161192269985,581.2455679487183,12.82051282051282,5.2790346907993975,6.950632059429541,4.020507166948564,4.800000000000001
234.76774845360836,450.815974662966,12.688342585249805,6.344171292624901,7.350817627311207,3.457394393834457,4.800000000000001
236.7614187408492,515.3344992679357,12.445095168374815,5.856515373352855,8.01602378475906,2.9383260963078977,4.9
141.48619302436697,389.8466947611084,11.944577161968464,6.211180124223603,9.0846257361154,2.878145479432753,4.7
148.13345594405598,411.384809946387,13.053613053613054,6.0606060606060606,9.281002157959897,1.0087911259682687,4.800000000000001
174.21067719977867,235.4986768677367,12.174875484228005,5.534034311012729,9.63478310670884,2.1584572077808013,4.9
197.0217448332647,168.39805942774802,12.762453684643884,4.116920543433511,9.80466329505322,1.9863553441546145,4.4
231.901607966522,218.68827414755108,13.019218846869187,4.9597024178549285,10.132470661360395,2.390753219060628,4.6000000000000005
161.51506895485466,453.6098765089672,12.987012987012987,6.184291898577612,7.56115612793883,1.9361744178833349,4.9
239.55165082150864,483.44204708737885,14.936519790888724,7.468259895444362,7.110294702428686,2.6514778590379806,4.5
243.56658229166663,577.3852903645833,13.020833333333332,6.076388888888888,6.786428057286947,2.574751782772339,4.7
141.41786808233456,361.87470498306396,12.506513809275663,5.732152162584679,8.58190443392485,3.5507356509153696,4.6000000000000005
139.03022659954627,389.41424515031196,13.045944412932501,6.239364719228588,8.069241520468555,1.4226447927119363,3.7
146.5288312600201,235.73821563877758,11.52304609218437,5.01002004008016,8.58688351760752,2.2797365386182906,4.9
255.1340529513889,648.6166015625,11.284722222222221,6.944444444444442,6.725522965379305,2.054084658599749,4.9
195.24757472222225,377.0364285119445,12.777777777777775,5.5555555555555545,8.173623036253758,3.2448164338082712,4.7
93.0766023853428,276.50143356501184,11.820330969267138,6.1465721040189125,10.180918988867347,2.43412884420974,4.5
141.45277102308168,472.9107275421088,10.605115408608855,6.238303181534622,9.183982822112343,4.28470070305329,5.300000000000001
141.12860407982262,369.9322312239468,13.303769401330378,5.764966740576497,8.187696953722023,1.0243025467025315,4.7
165.41165252730113,261.2698808242329,12.4804992199688,5.200208008320333,7.95606409472739,1.0826283316898908,5.0
164.43154893194242,458.79827722305015,11.425732737208149,5.4644808743169415,8.396192743827951,1.6610267328542043,5.6000000000000005
187.50770464622641,366.8066407232705,11.0062893081761,5.50314465408805,7.3689616287308715,2.4430215813886043,4.5
202.96541038029102,507.2682847883599,13.888888888888893,5.952380952380952,7.774392090029773,2.8070176264336606,4.6000000000000005
212.88730594246792,276.5479467711961,13.626040878122636,6.056018168054504,7.919835554697945,1.2074199627498103,4.9
237.3841150034177,408.6614269343815,14.35406698564593,6.151742993848258,7.7536415833498475,4.775712591507749,4.5
166.3718704791537,440.0956333795893,10.578718108276293,5.6004978220286254,8.513962827387951,5.7624490211394175,4.3
131.75144511672227,242.2345488565984,11.910433539780849,5.240590757503575,8.276543734419796,1.3777503943570817,4.800000000000001
