,phonemic_rate,syllabic_rate,phonemic_info,syllabic_info,static_surp,peak_env,suj
0,55.95376974564312,18.651256581880993,1050.0931834234582,70.20419799019439,105.54168852297701,20.19931087817715,1
1,21.566691543415534,7.188897181138513,254.03835577484708,27.573012622142723,52.09301730579829,8.065942637237411,1
2,57.58522002531451,28.792610012657256,1069.9816516828782,302.52686145660135,167.87558265356068,35.01181377539124,1
3,55.95376974564312,18.651256581880993,1254.5155903981342,72.89344620658345,114.80085141857091,21.545931603388965,1
4,12.495127045890323,4.165042348630102,303.2677207854735,16.15365317994848,26.7017803494164,4.140052094538328,1
5,63.42719886846237,31.713599434231185,1645.6980696384358,163.9634714849008,159.4069735450352,25.16474115106245,1
6,17.17178392964174,5.723927976547247,383.42299364557056,11.63726044364204,35.468855155737764,6.284872918248877,1
7,51.6606416321666,17.22021387738889,1019.590773845515,85.89875770420564,108.97185947641937,22.89255232860077,1
8,56.22633508191272,14.05658377047818,1321.8971903944332,55.71015834947271,115.96763368911559,21.545931603388965,1
9,39.20523238568394,13.068410795227997,732.3520152809311,63.48258312853446,74.68803329203865,19.654889836022882,1
10,64.89738434755712,16.224346086889295,1072.3615713359418,140.64456569892073,102.91037302897386,27.605724866842106,1
11,23.078519705972553,5.7696299264931525,512.8219385780052,14.469857118181084,42.222490879564745,10.485725428408633,1
12,30.968839027346977,10.322946342448974,755.5457742311904,138.17355553590434,61.13524483824048,19.654889836022882,1
13,18.390414129317513,6.130138043105845,250.45489961721333,11.912819555421544,41.18406821092959,9.60102220311237,1
14,40.497712574222966,13.499237524741003,724.2080457485862,34.37732769593637,85.51444358096325,20.146262081923453,1
15,24.676071201771414,8.225357067257129,370.7959664323208,54.122909547658715,49.90132214380494,12.732852740114057,1
16,37.22517014398275,12.408390047994219,521.1029960029481,41.754348529947585,91.16181905353169,18.672145344221736,1
17,65.36993811707816,16.34248452926956,1193.2604390555537,70.62574978012647,114.81939406495164,25.585793779024392,1
18,30.612352879889208,10.204117626629735,487.95205232318676,18.356139239191393,67.02245846988536,15.898015262289134,1
19,12.355905574626929,4.118635191542305,236.8701623300458,12.798907829215047,25.104299197247887,5.6186421283020165,1
20,8.975069836740966,2.991689945580325,90.32733224430847,17.073385295037866,18.25968678407204,4.523435197717444,1
21,16.366856557939784,5.455618852646601,152.18764478842579,20.619711402008754,36.30648913333241,7.541847501898652,1
22,30.980176983245876,7.745044245811469,616.484846183726,36.645674912795755,57.56262239079882,11.777888784605503,1
23,47.59053229061233,11.897633072653083,661.8303446262858,103.43535269966581,71.46886937266797,19.16351759012231,1
24,86.43523365157519,21.60880841289382,1204.5005257875666,174.3005015089413,144.50889436226439,33.10037272687073,1
25,36.323791083084785,9.080947770771196,469.57869833011335,129.49659452908782,67.03160363995791,14.734745852853344,1
26,28.170028186093038,7.0425070465232515,263.4087723228647,40.68554070774278,50.05343953979308,12.732852740114057,1
27,31.67376303510958,7.91844075877741,286.2887396391207,30.812199067961,52.10572524202823,13.68781669562261,1
28,66.49978889934862,16.62494722483719,899.4846682630317,30.56701532885594,131.22858597351023,20.872621240783058,1
29,15.44219356411161,3.8605483910279026,96.88692520296158,3.33790640401619,26.91352700108343,5.027206114796541,1
30,95.17070939295759,23.792677348239483,902.9686901760151,128.92557584685935,143.38042126131833,95.72269950743696,1
31,29.680309417515275,7.420077354378819,275.25909361173666,40.791134731977664,62.38966315398004,10.822924829096948,1
32,68.70513904141914,17.176284760354754,848.8995445422782,148.45919292260703,109.33555966559585,24.239173053812582,1
33,51.31825022460276,12.82956255615069,624.34300190475,111.92009828602757,72.86508561993072,18.672145344221736,1
34,60.933064489222176,15.233266122305562,930.6046442971577,29.045493967738583,120.6149819474039,27.605724866842106,1
35,43.580686997833446,10.895171749458362,770.3008828674083,67.49932439752905,85.96993171346818,18.672145344221736,1
36,17.361527398477563,5.787175799492522,292.57988688465207,26.91357327367435,33.71347886944456,8.798822085548428,1
37,28.76397456351066,9.58799152117021,598.8014759633093,101.91769399638801,56.253097055976376,13.36949537711976,1
38,73.63001385134184,18.40750346283546,937.2827982482038,101.5961519067312,134.8618448275278,27.732744717107906,1
39,27.63110236189525,9.210367453965068,319.70346721893253,9.864514921129667,58.596919767552556,16.673528201912994,1
