trial,Original_index,nb_syll/s,nb_phon/s,syll_fl/s,phon_fl/s,log_freqlex/s,mean_voisphon/s,mean_puphon/s,camemBERT/s,duration_s,suj_id,scores,vitesse,peak_env
8.0,32123.0,20.76124567474049,49.30795847750865,14.546088530709344,6.560826182828722,37.43043127947876,43.0054374691053,7.043994068215523,15.968021417835214,0.3853333333333333,suj_1,0.2857142857142857,4.5,22.950000000000006
8.0,32123.0,18.45444059976932,43.82929642445213,12.929856471741639,5.831845495847753,33.27149447064779,38.2270555280936,6.26132806063602,14.193796815853524,0.4335,suj_1,0.5714285714285714,4.0,20.4
8.0,32123.0,16.147635524798154,38.350634371395614,11.313624412773937,5.1028648088667845,29.11255766181681,33.44867358708189,5.478662053056516,12.419572213871836,0.4954285714285714,suj_1,1.0,3.5,17.85
8.0,32123.0,13.840830449826989,32.8719723183391,9.697392353806228,4.373884121885815,24.95362085298585,28.6702916460702,4.695996045477015,10.645347611890145,0.578,suj_1,1.0,3.0,15.3
8.0,32123.0,11.534025374855824,27.393310265282587,8.081160294838527,3.644903434904845,20.794684044154867,23.891909705058488,3.9133300378975115,8.871123009908453,0.6936,suj_1,1.0,2.5,12.750000000000002
8.0,32123.0,9.22722029988466,21.914648212226066,6.464928235870819,2.9159227479238763,16.635747235323894,19.1135277640468,3.1306640303180098,7.096898407926762,0.867,suj_1,1.0,2.0,10.2
9.0,32463.0,24.98750624687657,67.46626686656673,15.326723880658426,7.094844144177913,43.349506064084046,33.554651245805665,8.567144998929107,7.36201888807855,0.4002,suj_1,0.0,5.0,24.000000000000004
9.0,32463.0,22.48875562218891,60.71964017991006,13.794051492592581,6.385359729760121,39.01455545767565,30.19918612122509,7.710430499036196,6.625816999270695,0.44466666666666665,suj_1,0.0,4.5,21.6
9.0,32463.0,19.990004997501256,53.97301349325338,12.261379104526739,5.67587531534233,34.679604851267236,26.84372099664453,6.853715999143286,5.88961511046284,0.50025,suj_1,0.5714285714285714,4.0,19.200000000000006
9.0,32463.0,17.4912543728136,47.22638680659671,10.728706716460897,4.966390900924538,30.34465424485884,23.48825587206397,5.997001499250375,5.1534132216549855,0.5717142857142857,suj_1,1.0,3.5,16.800000000000004
9.0,32463.0,14.992503748125939,40.47976011994004,9.196034328395053,4.256906486506748,26.009703638450432,20.132790747483398,5.140286999357464,4.417211332847129,0.6669999999999999,suj_1,1.0,3.0,14.400000000000002
9.0,32463.0,12.493753123438285,33.733133433283356,7.663361940329213,3.5474220720889567,21.674753032042027,16.777325622902833,4.283572499464554,3.681009444039275,0.8004,suj_1,1.0,2.5,12.000000000000002
9.0,32463.0,9.995002498750628,26.98650674662669,6.1306895522633695,2.837937657671165,17.339802425633618,13.421860498322266,3.426857999571643,2.94480755523142,1.0005,suj_1,1.0,2.0,9.6
10.0,33633.0,22.50984805852561,67.52954417557683,18.2516520434018,8.730019103826672,42.24631967842903,43.009888254682856,7.637269876999763,7.712722676051909,0.3554,suj_1,0.5714285714285714,5.0,21.5
10.0,33633.0,20.258863252673045,60.77658975801914,16.42648683906162,7.857017193444002,38.021687710586136,38.70889942921457,6.8735428892997845,6.941450408446717,0.3948888888888888,suj_1,0.7142857142857143,4.5,19.35
10.0,33633.0,18.007878446820484,54.02363534046146,14.601321634721439,6.984015283061338,33.797055742743225,34.40791060374628,6.1098159015998075,6.170178140841527,0.44425,suj_1,0.0,4.0,17.2
10.0,33633.0,15.756893640967924,47.270680922903786,12.776156430381262,6.111013372678673,29.572423774900322,30.106921778277997,5.346088913899832,5.398905873236336,0.5077142857142857,suj_1,0.2857142857142857,3.5,15.05
10.0,33633.0,13.505908835115365,40.51772650534609,10.950991226041078,5.2380114622960035,25.347791807057423,25.80593295280971,4.582361926199856,4.627633605631145,0.5923333333333333,suj_1,0.7142857142857143,3.0,12.9
10.0,33633.0,11.254924029262805,33.76477208778841,9.1258260217009,4.365009551913337,21.12315983921452,21.504944127341428,3.81863493849988,3.8563613380259545,0.7108,suj_1,1.0,2.5,10.75
10.0,33633.0,9.003939223410242,27.01181767023073,7.300660817360719,3.4920076415306687,16.898527871371613,17.20395530187314,3.0549079507999037,3.0850890704207634,0.8885,suj_1,1.0,2.0,8.6
11.0,33865.0,26.539278131634816,53.07855626326963,16.50317733147558,8.260185566613588,43.13250812102597,45.49590536851686,7.5826508947528035,3.9429807043887743,0.3768,suj_1,0.14285714285714285,5.0,24.5
11.0,33865.0,23.88535031847133,47.77070063694267,14.852859598328026,7.43416700995223,38.819257308923376,40.946314831665156,6.824385805277522,3.548682633949897,0.4186666666666666,suj_1,0.0,4.5,22.05
11.0,33865.0,21.23142250530785,42.46284501061571,13.202541865180464,6.60814845329087,34.50600649682078,36.396724294813474,6.066120715802243,3.1543845635110195,0.47100000000000003,suj_1,0.14285714285714285,4.0,19.6
11.0,33865.0,18.57749469214437,37.15498938428875,11.552224132032906,5.782129896629511,30.192755684718186,31.84713375796179,5.307855626326963,2.760086493072142,0.5382857142857143,suj_1,0.5714285714285714,3.5,17.150000000000002
11.0,33865.0,15.92356687898089,31.84713375796178,9.901906398885348,4.956111339968153,25.879504872615584,27.29754322111011,4.5495905368516825,2.3657884226332646,0.628,suj_1,1.0,3.0,14.7
11.0,33865.0,13.269639065817408,26.539278131634816,8.251588665737787,4.130092783306794,21.566254060512986,22.74795268425843,3.7913254473764018,1.9714903521943872,0.7535999999999999,suj_1,1.0,2.5,12.25
11.0,33865.0,10.615711252653927,21.23142250530785,6.601270932590232,3.304074226645435,17.25300324841039,18.198362147406737,3.033060357901121,1.5771922817555095,0.9420000000000001,suj_1,1.0,2.0,9.8
12.0,36092.0,27.918781725888323,60.913705583756354,14.441849582487315,8.739932157360409,45.72446304134868,39.88397389412618,7.976794778825238,15.069401887718424,0.39399999999999996,suj_1,0.2857142857142857,5.0,23.000000000000004
12.0,36092.0,25.12690355329949,54.82233502538072,12.997664624238583,7.865938941624367,41.15201673721381,35.89557650471357,7.179115300942713,13.562461698946581,0.43777777777777777,suj_1,0.0,4.5,20.700000000000006
12.0,36092.0,22.335025380710654,48.73096446700508,11.553479665989851,6.991945725888326,36.579570433078935,31.907179115300945,6.3814358230601895,12.055521510174739,0.4925,suj_1,0.0,4.0,18.4
12.0,36092.0,19.54314720812183,42.639593908629436,10.10929470774112,6.117952510152285,32.00712412894407,27.91878172588833,5.583756345177666,10.548581321402896,0.5628571428571428,suj_1,0.0,3.5,16.1
12.0,36092.0,16.751269035532992,36.548223350253814,8.665109749492387,5.243959294416244,27.434677824809214,23.93038433647571,4.786076867295142,9.041641132631053,0.6566666666666666,suj_1,0.0,3.0,13.8
12.0,36092.0,13.95939086294416,30.456852791878177,7.220924791243657,4.369966078680204,22.86223152067434,19.94198694706309,3.9883973894126186,7.534700943859212,0.7879999999999999,suj_1,1.0,2.5,11.500000000000002
12.0,36092.0,11.167512690355327,24.36548223350254,5.7767398329949255,3.495972862944163,18.289785216539467,15.953589557650472,3.1907179115300948,6.027760755087369,0.985,suj_1,1.0,2.0,9.2
13.0,37048.0,28.686173264486516,60.240963855421676,17.172259146356893,9.258626376936315,41.46655127403189,55.73313662814522,8.605851979345955,11.213728839417973,0.3486,suj_1,0.2857142857142857,5.0,24.000000000000004
13.0,37048.0,25.817555938037863,54.2168674698795,15.455033231721204,8.332763739242683,37.31989614662871,50.159822965330704,7.745266781411357,10.092355955476174,0.38733333333333336,suj_1,0.2857142857142857,4.5,21.6
13.0,37048.0,22.948938611589213,48.19277108433734,13.737807317085515,7.406901101549051,33.173241019225514,44.58650930251618,6.8846815834767625,8.970983071534377,0.43575,suj_1,0.0,4.0,19.200000000000006
13.0,37048.0,20.080321285140567,42.16867469879517,12.020581402449825,6.481038463855417,29.026585891822325,39.013195639701664,6.024096385542167,7.84961018759258,0.4980000000000001,suj_1,0.42857142857142855,3.5,16.800000000000004
13.0,37048.0,17.21170395869191,36.14457831325301,10.303355487814136,5.555175826161789,24.879930764419136,33.439881976887136,5.163511187607575,6.728237303650782,0.5810000000000001,suj_1,1.0,3.0,14.400000000000002
13.0,37048.0,14.343086632243258,30.120481927710838,8.586129573178447,4.629313188468157,20.733275637015947,27.86656831407261,4.3029259896729775,5.6068644197089865,0.6972,suj_1,1.0,2.5,12.000000000000002
13.0,37048.0,11.474469305794608,24.09638554216867,6.868903658542758,3.7034505507745257,16.586620509612757,22.29325465125809,3.4423407917383817,4.4854915357671885,0.8715,suj_1,1.0,2.0,9.6
14.0,46630.0,24.18054809242344,56.42127888232133,13.59273964822676,11.026555212251475,42.115186134417634,45.29055039533279,8.060182697474476,10.596067989543872,0.3722,suj_1,0.0,5.0,22.0
14.0,46630.0,21.76249328318109,50.7791509940892,12.233465683404086,9.92389969102633,37.903667520975866,40.76149535579951,7.2541644277270265,9.536461190589485,0.4135555555555556,suj_1,0.5714285714285714,4.5,19.8
14.0,46630.0,19.344438473938748,45.13702310585707,10.87419171858141,8.821244169801183,33.692148907534104,36.23244031626623,6.448146157979583,8.476854391635097,0.46525,suj_1,0.0,4.0,17.6
14.0,46630.0,16.926383664696406,39.494895217624936,9.514917753758734,7.718588648576033,29.48063029409235,31.70338527673295,5.6421278882321335,7.417247592680709,0.5317142857142857,suj_1,0.0,3.5,15.400000000000002
14.0,46630.0,14.50832885545406,33.852767329392805,8.155643788936057,6.615933127350886,25.269111680650568,27.174330237199673,4.836109618484687,6.357640793726323,0.6203333333333333,suj_1,0.5714285714285714,3.0,13.2
14.0,46630.0,12.090274046211718,28.210639441160666,6.7963698241133805,5.513277606125738,21.057593067208813,22.645275197666393,4.030091348737238,5.298033994771936,0.7444,suj_1,0.5714285714285714,2.5,11.0
14.0,46630.0,9.672219236969374,22.568511552928534,5.437095859290705,4.4106220849005915,16.846074453767052,18.116220158133114,3.2240730789897905,4.238427195817549,0.9305,suj_1,1.0,2.0,8.8
15.0,46786.0,23.34024896265561,64.83402489626555,16.398265967842324,6.777206042531122,40.327468389387285,31.861292234736208,7.039122703023119,13.820563470331305,0.3856,suj_1,0.14285714285714285,5.0,25.500000000000004
15.0,46786.0,21.006224066390047,58.350622406639005,14.758439371058094,6.09948543827801,36.294721550448564,28.675163011262587,6.335210432720808,12.438507123298178,0.4284444444444444,suj_1,0.14285714285714285,4.5,22.950000000000006
15.0,46786.0,18.672199170124482,51.867219917012434,13.118612774273862,5.421764834024898,32.26197471150983,25.48903378778897,5.631298162418497,11.056450776265047,0.48200000000000004,suj_1,0.2857142857142857,4.0,20.4
15.0,46786.0,16.338174273858918,45.38381742738589,11.478786177489626,4.744044229771785,28.2292278725711,22.302904564315348,4.927385892116184,9.674394429231915,0.5508571428571428,suj_1,0.42857142857142855,3.5,17.85
15.0,46786.0,14.00414937759336,38.900414937759315,9.838959580705396,4.066323625518674,24.19648103363237,19.116775340841727,4.223473621813871,8.292338082198786,0.6426666666666666,suj_1,0.0,3.0,15.3
15.0,46786.0,11.670124481327806,32.417012448132766,8.199132983921162,3.388603021265561,20.163734194693642,15.930646117368104,3.51956135151156,6.910281735165652,0.7712,suj_1,1.0,2.5,12.750000000000002
15.0,46786.0,9.336099585062241,25.933609958506217,6.559306387136931,2.710882417012449,16.130987355754915,12.744516893894485,2.8156490812092474,5.528225388132523,0.9640000000000001,suj_1,1.0,2.0,10.2
16.0,54003.0,21.766169154228848,62.18905472636816,18.760567699626865,8.297796635572139,37.64769447460931,51.97228144989338,7.995735607675908,11.689807732665706,0.3216,suj_1,0.14285714285714285,5.0,22.5
16.0,54003.0,19.589552238805968,55.97014925373134,16.884510929664174,7.468016972014925,33.88292502714838,46.77505330490404,7.1961620469083165,10.520826959399132,0.3573333333333333,suj_1,0.0,4.5,20.25
16.0,54003.0,17.412935323383085,49.75124378109452,15.008454159701492,6.638237308457711,30.118155579687446,41.5778251599147,6.3965884861407245,9.351846186132564,0.402,suj_1,0.0,4.0,18.0
16.0,54003.0,15.2363184079602,43.53233830845771,13.132397389738806,5.808457644900497,26.353386132226518,36.380597014925364,5.5970149253731325,8.182865412865992,0.4594285714285714,suj_1,0.14285714285714285,3.5,15.75
16.0,54003.0,13.059701492537314,37.31343283582089,11.25634061977612,4.978677981343284,22.588616684765586,31.183368869936018,4.797441364605543,7.013884639599423,0.536,suj_1,0.8571428571428571,3.0,13.5
16.0,54003.0,10.883084577114428,31.09452736318408,9.380283849813432,4.148898317786069,18.823847237304648,25.98614072494669,3.997867803837954,5.844903866332853,0.6432,suj_1,1.0,2.5,11.25
16.0,54003.0,8.706467661691542,24.87562189054726,7.504227079850746,3.3191186542288564,15.059077789843723,20.78891257995735,3.1982942430703623,4.675923093066282,0.804,suj_1,1.0,2.0,9.0
17.0,55826.0,29.56989247311828,75.26881720430106,17.704404922446237,8.116545,40.16735546086831,49.15514592933947,9.216589861751153,11.02207622994422,0.3720000000000001,suj_1,0.2857142857142857,5.0,23.5
17.0,55826.0,26.612903225806452,67.74193548387096,15.933964430201616,7.3048905,36.15061991478147,44.23963133640552,8.294930875576037,9.919868606949796,0.4133333333333333,suj_1,0.14285714285714285,4.5,21.15
17.0,55826.0,23.655913978494624,60.21505376344086,14.163523937956988,6.4932360000000005,32.133884368694645,39.32411674347158,7.3732718894009235,8.817660983955372,0.465,suj_1,0.0,4.0,18.8
17.0,55826.0,20.698924731182803,52.68817204301075,12.393083445712366,5.681581500000002,28.11714882260781,34.40860215053763,6.451612903225808,7.715453360960952,0.5314285714285715,suj_1,0.2857142857142857,3.5,16.45
17.0,55826.0,17.741935483870968,45.16129032258064,10.622642953467743,4.869927000000001,24.10041327652098,29.493087557603683,5.529953917050692,6.613245737966532,0.62,suj_1,1.0,3.0,14.1
17.0,55826.0,14.78494623655914,37.63440860215053,8.852202461223118,4.0582725,20.083677730434154,24.577572964669727,4.6082949308755765,5.511038114972108,0.7440000000000001,suj_1,1.0,2.5,11.75
17.0,55826.0,11.827956989247312,30.10752688172043,7.081761968978494,3.2466180000000002,16.066942184347322,19.66205837173579,3.6866359447004617,4.408830491977686,0.93,suj_1,1.0,2.0,9.4
18.0,55911.0,25.20478890989288,56.71077504725897,18.187057309388784,8.024108582230628,47.53217655586831,51.309748852281935,7.651453776217481,12.244919109844739,0.3174,suj_1,0.2857142857142857,5.0,22.5
18.0,55911.0,22.684310018903588,51.03969754253308,16.368351578449907,7.221697724007566,42.77895890028147,46.178773967053736,6.886308398595731,11.020427198860268,0.3526666666666667,suj_1,0.2857142857142857,4.5,20.25
18.0,55911.0,20.163831127914303,45.368620037807176,14.549645847511027,6.419286865784502,38.02574124469465,41.047799081825545,6.121163020973983,9.795935287875793,0.39675,suj_1,0.2857142857142857,4.0,18.0
18.0,55911.0,17.643352236925015,39.69754253308128,12.73094011657215,5.616876007561439,33.27252358910782,35.916824196597354,5.356017643352236,8.571443376891319,0.4534285714285714,suj_1,0.2857142857142857,3.5,15.75
18.0,55911.0,15.122873345935727,34.02646502835538,10.91223438563327,4.8144651493383765,28.51930593352099,30.785849311369162,4.590872265730488,7.3469514659068444,0.529,suj_1,0.0,3.0,13.5
18.0,55911.0,12.60239445494644,28.355387523629485,9.093528654694392,4.012054291115314,23.76608827793416,25.654874426140967,3.8257268881087403,6.1224595549223695,0.6348,suj_1,1.0,2.5,11.25
18.0,55911.0,10.081915563957152,22.684310018903588,7.274822923755513,3.209643432892251,19.012870622347325,20.523899540912765,3.0605815104869913,4.897967643937896,0.7935,suj_1,1.0,2.0,9.0
19.0,56034.0,28.55511136493433,51.39920045688178,21.34184204740149,8.195890719588808,43.353167956608544,42.01680672268908,7.3427429224116825,11.728472894285884,0.3502,suj_1,0.0,5.0,22.5
19.0,56034.0,25.69960022844089,46.2592804111936,19.20765784266134,7.3763016476299255,39.01785116094768,37.81512605042017,6.6084686301705124,10.555625604857301,0.3891111111111111,suj_1,0.0,4.5,20.25
19.0,56034.0,22.84408909194746,41.11936036550542,17.07347363792119,6.556712575671046,34.68253436528683,33.61344537815126,5.874194337929348,9.38277831542871,0.43775,suj_1,0.0,4.0,18.0
19.0,56034.0,19.988577955454023,35.97944031981724,14.939289433181036,5.737123503712166,30.34721756962597,29.411764705882355,5.139920045688179,8.209931026000122,0.5002857142857142,suj_1,0.0,3.5,15.75
19.0,56034.0,17.133066818960593,30.83952027412907,12.80510522844089,4.917534431753285,26.01190077396512,25.210084033613448,4.4056457534470095,7.0370837365715335,0.5836666666666667,suj_1,0.0,3.0,13.5
19.0,56034.0,14.277555682467165,25.69960022844089,10.670921023700744,4.097945359794404,21.676583978304272,21.00840336134453,3.6713714612058417,5.864236447142942,0.7003999999999999,suj_1,0.0,2.5,11.25
19.0,56034.0,11.42204454597373,20.55968018275271,8.536736818960595,3.278356287835523,17.34126718264341,16.80672268907563,2.937097168964673,4.691389157714355,0.8755,suj_1,1.0,2.0,9.0
20.0,58673.0,26.04166666666667,52.08333333333334,17.975696853906257,8.924336972656247,42.38035049544373,47.61904761904761,6.324404761904763,16.833445472884442,0.384,suj_1,0.14285714285714285,5.0,21.5
